"Страна";"Город";"Дата";"Индекс"
Россия;Якутск;03.09.2020;1.1
Россия;Славянск-на-Кубани;29.04.2020;2
Россия;Ишим;01.06.2020;1.3
Россия;Щекино;22.06.2020;1.8
Россия;Элиста;25.02.2020;2.6
Россия;Минусинск;31.07.2020;1.6
Россия;Кисловодск;14.06.2020;2.6
Россия;Люберцы;28.05.2020;2.1
Россия;Бузулук;01.07.2020;2
Россия;Братск;17.09.2020;1.3
Россия;Кунгур;11.03.2020;0.9
Россия;Раменское;28.02.2020;0.9
Россия;Прохладный;06.07.2020;2
Россия;Рязань;12.06.2020;2
Россия;Новомосковск;11.09.2020;1.1
Россия;Киров;05.06.2020;1
Россия;Серов;15.03.2020;3
Россия;Санкт-Петербург;23.05.2020;2.6
Россия;Полевской;09.05.2020;2.5
Россия;Щелково;07.03.2020;2.1
Россия;Кызыл;19.08.2020;0.8
Россия;Тверь;06.09.2020;2.4
Россия;Кумертау;01.08.2020;2.8
Россия;Воткинск;06.04.2020;3
Россия;Сергиев Посад;16.09.2020;0.9
Россия;Озёрск;20.05.2020;2.2
Россия;Колпино;29.05.2020;1.8
Россия;Салават;07.05.2020;2.3
Россия;Королёв;31.07.2020;1.6
Россия;Энгельс;28.09.2020;1.3
Россия;Кириши;24.08.2020;1.5
Россия;Ишимбай;29.08.2020;2.4
Россия;Белогорск;16.04.2020;1.8
Россия;Псков;21.05.2020;1.8
Россия;Петергоф;29.04.2020;3
Россия;Всеволожск;20.07.2020;1.3
Россия;Минеральные Воды;07.07.2020;0.9
Россия;Арзамас;12.09.2020;1.8
Россия;Муром;09.03.2020;2.8
Россия;Химки;07.05.2020;2.8
Россия;Таганрог;27.05.2020;1.9
Россия;Петропавловск-Камчатский;04.09.2020;0.8
Россия;Уссурийск;19.08.2020;1.1
Россия;Зеленодольск;01.04.2020;3.8
Россия;Нефтекамск;16.03.2020;1.2
Россия;Котлас;03.08.2020;1.4
Россия;Уфа;06.04.2020;3
Россия;Когалым;25.06.2020;2
Россия;Волжский;27.04.2020;2.3
Россия;Саратов;15.08.2020;2.3
Россия;Нижний Новгород;26.07.2020;2.3
Россия;Мурманск;03.06.2020;1.8
Россия;Волгоград;25.02.2020;1
Россия;Великий Новгород;12.05.2020;2
Россия;Грозный;02.04.2020;3.5
Россия;Свободный;23.02.2020;2.5
Россия;Искитим;25.04.2020;2.5
Россия;Калининград;19.06.2020;1.1
Россия;Владикавказ;01.08.2020;2.1
Россия;Урус-Мартан;05.06.2020;2.5
Россия;Котельники;09.07.2020;0.1
Россия;Тольятти;31.08.2020;1
Россия;Новочебоксарск;29.07.2020;1.6
Россия;Армавир;04.03.2020;0.5
Россия;Бердск;18.06.2020;1.5
Россия;Архангельск;08.04.2020;2.9
Россия;Ступино;03.05.2020;2.8
Россия;Тамбов;29.04.2020;2
Россия;Находка;30.09.2020;1.2
Россия;Нерюнгри;13.07.2020;2.1
Россия;Улан-Удэ;15.07.2020;1.1
Россия;Новосибирск;18.05.2020;1.3
Россия;Серпухов;03.08.2020;1.3
Россия;Каменск-Уральский;06.03.2020;1.1
Россия;Альметьевск;13.06.2020;2.1
Россия;Балаково;01.04.2020;3.4
Россия;Брянск;26.04.2020;3.7
Россия;Миасс;11.04.2020;3
Россия;Горно-Алтайск;05.08.2020;0.8
Россия;Тимашевск;20.08.2020;1.3
Россия;Буйнакск;21.06.2020;2.4
Россия;Жуковский;22.09.2020;0.8
Россия;Махачкала;13.05.2020;3.1
Россия;Калуга;02.05.2020;3.1
Россия;Шахты;28.04.2020;2.5
Россия;Туапсе;29.04.2020;2.6
Россия;Рославль;25.02.2020;1.1
Россия;Чехов;16.05.2020;2.7
Россия;Усолье-Сибирское;12.06.2020;2
Россия;Владимир;26.05.2020;1.3
Россия;Ковров;20.09.2020;2.9
Россия;Златоуст;29.07.2020;1.6
Россия;Зеленоград;21.03.2020;2.7
Россия;Тула;20.05.2020;1.4
Россия;Белово;06.05.2020;1.7
Россия;Кисловодск;19.05.2020;2.2
Россия;Минусинск;06.08.2020;1.5
Россия;Евпатория;29.09.2020;1.5
Россия;Элиста;06.03.2020;0.8
Россия;Щекино;14.07.2020;2.2
Россия;Копейск;21.06.2020;2.5
Россия;Братск;22.08.2020;2.4
Россия;Севастополь;27.07.2020;2
Россия;Заречный;29.08.2020;2.9
Россия;Астрахань;01.04.2020;3.7
Россия;Липецк;04.07.2020;2
Россия;Ишим;07.06.2020;2.4
Россия;Камышин;01.06.2020;1.8
Россия;Сарапул;25.04.2020;3.1
Россия;Якутск;13.09.2020;2.3
Россия;Ижевск;02.04.2020;3.5
Россия;Воскресенск;01.09.2020;1.2
Россия;Новомосковск;05.09.2020;2
Россия;Славянск-на-Кубани;09.05.2020;2.7
Россия;Серов;10.04.2020;2.7
Россия;Киров;26.05.2020;1.1
Россия;Чистополь;29.09.2020;1
Россия;Зеленогорск;28.03.2020;3.5
Россия;Иркутск;20.06.2020;1.7
Россия;Рязань;21.05.2020;1.8
Россия;Прохладный;30.06.2020;1.7
Россия;Черемхово;11.08.2020;1.8
Россия;Белорецк;10.04.2020;2.7
Россия;Норильск;27.06.2020;2.7
Россия;Белгород;25.02.2020;0.4
Россия;Гудермес;10.05.2020;3.6
Россия;Киселёвск;28.03.2020;3.1
Россия;Георгиевск;31.08.2020;1.3
Россия;Ноябрьск;07.09.2020;1.4
Россия;Кирово-Чепецк;15.04.2020;2.7
Россия;Дзержинский;03.04.2020;3.2
Россия;Реутов;04.06.2020;1.3
Россия;Шуя;31.07.2020;1.4
Россия;Балашов;10.05.2020;3.4
Россия;Великие Луки;14.06.2020;3
Россия;Красногорск;01.04.2020;3.6
Россия;Щербинка;30.09.2020;1.4
Россия;Краснокамск;06.04.2020;3.5
Россия;Елабуга;29.02.2020;2.4
Россия;Пятигорск;23.04.2020;2.6
Россия;Новый Уренгой;29.08.2020;1.9
Россия;Барнаул;09.07.2020;0.9
Россия;Ялта;27.04.2020;3
Россия;Одинцово;18.07.2020;1.9
Россия;Ревда;24.04.2020;2.7
Россия;Прокопьевск;24.09.2020;1.5
Россия;Сертолово;24.06.2020;2.3
Россия;Бийск;16.08.2020;2.6
Россия;Гусь-Хрустальный;30.08.2020;2.7
Россия;Чайковский;28.08.2020;1.2
Россия;Егорьевск;20.06.2020;1.8
Россия;Феодосия;28.06.2020;2.8
Россия;Долгопрудный;15.03.2020;3
Россия;Сосновый Бор;31.07.2020;1.5
Россия;Магнитогорск;22.03.2020;3
Россия;Симферополь;14.07.2020;0.9
Россия;Ханты-Мансийск;17.05.2020;2.9
Россия;Лиски;31.08.2020;1.8
Россия;Северодвинск;05.08.2020;2.3
Россия;Оренбург;31.08.2020;1
Россия;Фрязино;17.03.2020;1.1
Россия;Анжеро-Судженск;30.08.2020;2.6
Россия;Вольск;28.07.2020;1.8
Россия;Елец;15.08.2020;2.1
Россия;Каспийск;06.04.2020;3.6
Россия;Боровичи;18.09.2020;1.5
Россия;Шадринск;18.06.2020;1.4
Россия;Бор;03.09.2020;1
Россия;Белебей;29.04.2020;2.6
Россия;Асбест;07.08.2020;1.8
Россия;Мурино;05.06.2020;2.2
Россия;Краснокамск;11.07.2020;2.3
Россия;Егорьевск;02.03.2020;1.2
Россия;Елабуга;07.08.2020;1.6
Россия;Чайковский;06.05.2020;2.2
Россия;Долгопрудный;08.08.2020;1.9
Россия;Красногорск;06.07.2020;1.1
Россия;Сосновый Бор;08.04.2020;2.6
Россия;Феодосия;10.03.2020;1.5
Россия;Барнаул;04.04.2020;3.7
Россия;Кузнецк;23.07.2020;1.2
Россия;Сертолово;06.03.2020;2
Россия;Ревда;17.09.2020;1.6
Россия;Бийск;23.03.2020;1.4
Россия;Гусь-Хрустальный;12.05.2020;2.1
Россия;Пятигорск;12.09.2020;1.1
Россия;Новый Уренгой;07.05.2020;2.6
Россия;Ялта;16.09.2020;1.3
Россия;Одинцово;27.02.2020;1.2
Россия;Прокопьевск;17.04.2020;2.2
Россия;Щербинка;08.06.2020;1.8
Россия;Мурино;23.09.2020;1.8
Россия;Боровичи;25.04.2020;3.2
Россия;Асбест;18.03.2020;1.4
Россия;Тихвин;21.05.2020;1.7
Россия;Фрязино;21.06.2020;2.7
Россия;Вольск;05.04.2020;3.7
Россия;Елец;26.03.2020;1.5
Россия;Симферополь;09.04.2020;2.9
Россия;Каспийск;25.07.2020;2.3
Россия;Ханты-Мансийск;04.09.2020;0.8
Россия;Лыткарино;31.05.2020;3.6
Россия;Лиски;13.05.2020;2.2
Россия;Северодвинск;13.04.2020;3.4
Россия;Оренбург;13.05.2020;1.6
Россия;Анжеро-Судженск;12.05.2020;1.9
Россия;Магнитогорск;11.08.2020;1.5
Россия;Бор;30.05.2020;1.7
Россия;Раменское;13.07.2020;1.1
Россия;Чистополь;07.06.2020;2.4
Россия;Копейск;17.03.2020;1.6
Россия;Прохладный;08.03.2020;2.3
Россия;Камышин;05.09.2020;2.5
Россия;Новомосковск;14.05.2020;2.1
Россия;Воскресенск;28.05.2020;2
Россия;Лесосибирск;14.05.2020;2.1
Россия;Серов;29.07.2020;1.7
Россия;Заречный;07.05.2020;2.7
Россия;Липецк;12.03.2020;1.2
Россия;Астрахань;24.07.2020;1.3
Россия;Ишим;29.09.2020;1
Россия;Якутск;20.04.2020;2.6
Россия;Ижевск;21.07.2020;0.7
Россия;Славянск-на-Кубани;27.08.2020;1
Россия;Евпатория;07.06.2020;2.8
Россия;Минусинск;17.03.2020;1.2
Россия;Щекино;23.02.2020;3.1
Россия;Элиста;24.06.2020;2.4
Россия;Лысьва;20.05.2020;2
Россия;Зеленогорск;02.07.2020;1.9
Россия;Иркутск;16.03.2020;0.3
Россия;Кунгур;09.07.2020;1.1
Россия;Братск;04.05.2020;2.7
Россия;Реутов;26.09.2020;1.2
Россия;Ноябрьск;18.04.2020;3.6
Россия;Киселёвск;21.08.2020;1.9
Россия;Георгиевск;13.05.2020;1.9
Россия;Кирово-Чепецк;03.08.2020;1.6
Россия;Белгород;20.07.2020;0.6
Россия;Сызрань;08.05.2020;2
Россия;Дзержинский;08.07.2020;0.5
Россия;Гудермес;01.09.2020;1
Россия;Красное Село;13.06.2020;2.1
Россия;Черемхово;22.03.2020;2.8
Россия;Белорецк;29.07.2020;1.5
Россия;Норильск;09.03.2020;3.4
Россия;Находка;23.04.2020;2.2
Россия;Архангельск;13.07.2020;1.2
Россия;Балаково;24.07.2020;1.6
Россия;Брянск;15.09.2020;0.9
Россия;Армавир;11.08.2020;1.3
Россия;Серпухов;15.04.2020;3.4
Россия;Каменск-Уральский;24.06.2020;2.5
Россия;Новотроицк;11.07.2020;2.9
Россия;Нижнекамск;05.07.2020;2.6
Россия;Новосибирск;22.08.2020;2
Россия;Тольятти;13.05.2020;1.9
Россия;Новочебоксарск;10.04.2020;3
Россия;Тамбов;22.09.2020;0.7
Россия;Альметьевск;17.09.2020;1.1
Россия;Лениногорск;24.04.2020;3.1
Россия;Зеленоград;10.08.2020;1.2
Россия;Белово;28.08.2020;1.1
Россия;Рославль;20.07.2020;1.6
Россия;Чехов;03.09.2020;1.1
Россия;Ковров;01.05.2020;3.3
Россия;Нальчик;09.05.2020;3.3
Россия;Златоуст;10.04.2020;2.8
Россия;Алексин;16.05.2020;2.5
Россия;Калуга;24.08.2020;1
Россия;Туапсе;22.09.2020;0.9
Россия;Шахты;21.09.2020;1.5
Россия;Соликамск;13.06.2020;2.7
Россия;Горно-Алтайск;13.04.2020;1.6
Россия;Миасс;30.07.2020;1.3
Россия;Тимашевск;27.03.2020;1.3
Россия;Буйнакск;28.02.2020;1.4
Россия;Жуковский;29.04.2020;2.9
Россия;Махачкала;31.08.2020;0.9
Россия;Петергоф;22.09.2020;1.2
Россия;Всеволожск;25.02.2020;1.2
Россия;Муром;27.06.2020;2.1
Россия;Химки;29.08.2020;1.6
Россия;Щелково;14.08.2020;1.2
Россия;Кириши;02.05.2020;3.1
Россия;Белогорск;09.09.2020;1.3
Россия;Колпино;02.09.2020;1.1
Россия;Сергиев Посад;27.04.2020;2.9
Россия;Ишимбай;25.05.2020;2.8
Россия;Энгельс;21.04.2020;3
Россия;Смоленск;11.06.2020;1.2
Россия;Арзамас;08.06.2020;1.4
Россия;Полевской;27.08.2020;1.5
Россия;Кызыл;30.03.2020;1.8
Россия;Выборг;13.06.2020;1.4
Россия;Кумертау;09.04.2020;3.5
Россия;Воткинск;25.07.2020;2.3
Россия;Тверь;15.05.2020;1.6
Россия;Первоуральск;09.07.2020;1.5
Россия;Владивосток;28.07.2020;0.9
Россия;Свободный;14.07.2020;1.3
Россия;Урус-Мартан;23.09.2020;1.9
Россия;Иваново;24.04.2020;2.4
Россия;Сургут;19.05.2020;1.4
Россия;Нижний Новгород;07.04.2020;3
Россия;Уфа;11.07.2020;1.8
Россия;Великий Новгород;30.08.2020;2.6
Россия;Мурманск;25.09.2020;1.2
Россия;Волгоград;20.07.2020;1.3
Россия;Когалым;21.03.2020;2.9
Россия;Саратов;08.03.2020;2.6
Россия;Солнечногорск;23.05.2020;2.5
Россия;Волжский;16.09.2020;1.2
Россия;Глазов;22.05.2020;1.9
Россия;Юрга;22.05.2020;2
Россия;Владикавказ;23.02.2020;2.6
Россия;Калининград;15.03.2020;2.7
Россия;Петропавловск-Камчатский;17.05.2020;3.1
Россия;Грозный;07.07.2020;1.2
Россия;Уссурийск;30.03.2020;2
Россия;Котлас;15.04.2020;2.5
Россия;Зеленодольск;24.07.2020;1.2
Россия;Нефтекамск;09.08.2020;3
Россия;Кирово-Чепецк;13.08.2020;1.6
Россия;Георгиевск;17.04.2020;2.5
Россия;Киселёвск;26.07.2020;2.9
Россия;Ноябрьск;10.05.2020;3.3
Россия;Комсомольск-на-Амуре;11.04.2020;3
Россия;Белорецк;08.08.2020;2.4
Россия;Черемхово;13.04.2020;2.6
Россия;Дмитров;22.04.2020;2.9
Россия;Белгород;24.06.2020;1.7
Россия;Красное Село;18.05.2020;2.4
Россия;Стерлитамак;17.08.2020;1.7
Россия;Гудермес;07.09.2020;1.1
Россия;Новомосковск;22.04.2020;2.7
Россия;Серов;08.08.2020;2.6
Россия;Киров;23.09.2020;0.8
Россия;Воркута;08.03.2020;3.6
Россия;Чистополь;01.06.2020;1.5
Россия;Раменское;21.06.2020;2.4
Россия;Люберцы;01.09.2020;1.2
Россия;Бузулук;27.03.2020;1.4
Россия;Элиста;20.07.2020;1.9
Россия;Щекино;29.02.2020;2.6
Россия;Минусинск;08.04.2020;2.3
Россия;Евпатория;01.06.2020;2
Россия;Братск;24.04.2020;2.1
Россия;Кунгур;03.07.2020;1
Россия;Лысьва;11.06.2020;1.7
Россия;Астрахань;15.08.2020;2.1
Россия;Новоуральск;27.04.2020;2.5
Россия;Заречный;01.05.2020;3.3
Россия;Ижевск;16.08.2020;2.4
Россия;Якутск;16.05.2020;2.5
Россия;Славянск-на-Кубани;22.09.2020;0.7
Россия;Вольск;30.03.2020;2.8
Россия;Донской;05.06.2020;2.2
Россия;Каспийск;20.08.2020;1.9
Россия;Берёзовский;27.09.2020;2.3
Россия;Елец;01.04.2020;3.6
Россия;Асбест;09.04.2020;3
Россия;Боровичи;05.05.2020;3.1
Россия;Тихвин;12.06.2020;1.9
Россия;Апатиты;04.04.2020;4.2
Россия;Дербент;28.04.2020;3.3
Россия;Белореченск;08.03.2020;1.7
Россия;Кировск;12.04.2020;4.3
Россия;Магнитогорск;05.08.2020;1.5
Россия;Нефтеюганск;24.06.2020;2.6
Россия;Назрань;28.09.2020;0.5
Россия;Лиски;17.04.2020;2.7
Россия;Лыткарино;10.06.2020;1.7
Россия;Ханты-Мансийск;14.09.2020;0.8
Россия;Воронеж;03.06.2020;1.6
Россия;Анжеро-Судженск;16.04.2020;2.4
Россия;Северск;08.09.2020;1.7
Россия;Оренбург;17.04.2020;2.5
Россия;Северодвинск;22.03.2020;3.6
Россия;Гатчина;05.08.2020;1
Россия;Ревда;22.08.2020;2.4
Россия;Сертолово;25.02.2020;2
Россия;Гусь-Хрустальный;16.04.2020;2.8
Россия;Бийск;02.04.2020;3.2
Россия;Чайковский;30.04.2020;2.5
Россия;Сосновый Бор;17.03.2020;1.1
Россия;Долгопрудный;29.07.2020;1.3
Россия;Щербинка;02.06.2020;2.2
Россия;Новый Уренгой;01.05.2020;3.5
Россия;Железнодорожный;27.04.2020;3.5
Россия;Пятигорск;06.09.2020;2.2
Россия;Одинцово;04.03.2020;1
Россия;Ялта;25.08.2020;1.4
Россия;Коломна;15.05.2020;2.4
Россия;Нижний Новгород;28.03.2020;2.8
Россия;Сургут;14.06.2020;2.9
Россия;Обнинск;23.03.2020;1.2
Россия;Волгоград;24.06.2020;2.3
Россия;Великий Новгород;09.09.2020;0.9
Россия;Свободный;22.06.2020;1.4
Россия;Первоуральск;03.07.2020;1.3
Россия;Котельники;11.03.2020;0.1
Россия;Ангарск;14.06.2020;2.4
Россия;Нефтекамск;30.07.2020;1.4
Россия;Зеленодольск;15.08.2020;1.9
Россия;Котлас;20.03.2020;1.4
Россия;Таганрог;24.09.2020;1.7
Россия;Уссурийск;05.04.2020;3.6
Россия;Петропавловск-Камчатский;21.04.2020;2.3
Россия;Батайск;22.05.2020;2.3
Россия;Юрга;17.06.2020;1.3
Россия;Волжский;25.08.2020;1.4
Россия;Глазов;17.06.2020;1.3
Россия;Туймазы;17.05.2020;2.8
Россия;Солнечногорск;18.06.2020;0.7
Россия;Кинешма;21.07.2020;1.7
Россия;Магадан;11.08.2020;0.8
Россия;Белогорск;30.08.2020;2.5
Россия;Кириши;26.04.2020;3.6
Россия;Всеволожск;06.03.2020;1.2
Россия;Петергоф;27.08.2020;1.8
Россия;Муром;07.07.2020;1.4
Россия;Химки;20.09.2020;2.2
Россия;Минеральные Воды;09.03.2020;2.1
Россия;Выборг;18.05.2020;1.7
Россия;Кызыл;05.04.2020;3.1
Россия;Полевской;22.09.2020;1.4
Россия;Саранск;05.07.2020;2.6
Россия;Североморск;15.09.2020;2.1
Россия;Тверь;23.04.2020;2.2
Россия;Россошь;08.04.2020;2.9
Россия;Ногинск;14.09.2020;0.9
Россия;Сергиев Посад;03.05.2020;3
Россия;Кумертау;18.03.2020;1.7
Россия;Воткинск;20.08.2020;1.8
Россия;Смоленск;20.05.2020;1.6
Россия;Лабинск;07.08.2020;1.6
Россия;Владимир;23.09.2020;0.5
Россия;Ковров;07.05.2020;2.4
Россия;Чехов;13.09.2020;2.3
Россия;Вологда;19.07.2020;2.4
Россия;Новокузнецк;12.09.2020;2.2
Россия;Рославль;24.06.2020;2.2
Россия;Октябрьский;24.07.2020;1.6
Россия;Златоуст;15.03.2020;3.1
Россия;Зеленоград;04.08.2020;1.1
Россия;Белово;19.09.2020;2
Россия;Тимашевск;06.04.2020;3
Россия;Миасс;09.08.2020;2.8
Россия;Горно-Алтайск;22.03.2020;2.4
Россия;Махачкала;10.09.2020;1
Россия;Новоалтайск;10.05.2020;2.7
Россия;Жуковский;09.05.2020;3.4
Россия;Шахты;26.08.2020;1.6
Россия;Туапсе;27.08.2020;1.2
Россия;Калуга;15.09.2020;0.7
Россия;Соликамск;18.05.2020;1.9
Россия;Серпухов;20.03.2020;1.4
Россия;Каменск-Уральский;20.07.2020;1.6
Россия;Брянск;24.08.2020;1.2
Россия;Балаково;15.08.2020;2.6
Россия;Новочебоксарск;15.03.2020;3
Россия;Тольятти;17.04.2020;2.4
Россия;Александров;27.07.2020;1.4
Россия;Тамбов;27.08.2020;0.9
Россия;Нерюнгри;28.02.2020;1.5
Россия;Пушкино;27.02.2020;1
Россия;Новотроицк;01.07.2020;2.5
Россия;Нижнекамск;29.06.2020;1.4
Россия;Улан-Удэ;01.03.2020;2.7
Россия;Сибай;10.03.2020;1.4
Россия;Южно-Сахалинск;22.05.2020;0.6
Россия;Бугульма;27.06.2020;2.4
Россия;Кострома;06.06.2020;2.1
Россия;Тихорецк;19.05.2020;2
Россия;Павлово;05.03.2020;0.5
Россия;Екатеринбург;15.07.2020;0.8
Россия;Ростов-на-Дону;20.08.2020;1
Россия;Мелеуз;02.03.2020;1.5
Россия;Ухта;13.08.2020;1.6
Россия;Александров;15.05.2020;1.9
Россия;Ставрополь;04.07.2020;1.9
Россия;Подольск;04.04.2020;3.9
Россия;Волжск;15.06.2020;1.2
Россия;Кропоткин;27.09.2020;2.3
Россия;Новокузнецк;29.03.2020;3.3
Россия;Вологда;23.05.2020;2.9
Россия;Октябрьский;10.05.2020;3
Россия;Дзержинск;16.05.2020;2.6
Россия;Жигулёвск;22.06.2020;1.6
Россия;Лобня;08.04.2020;3.5
Россия;Канск;24.05.2020;2.2
Россия;Клин;07.05.2020;2.4
Россия;Керчь;26.08.2020;2
Россия;Мытищи;18.08.2020;0.8
Россия;Электросталь;14.09.2020;1.3
Россия;Новоалтайск;24.07.2020;1.7
Россия;Йошкар-Ола;23.04.2020;2.8
Россия;Чита;18.08.2020;1
Россия;Ачинск;26.02.2020;1.3
Россия;Рубцовск;14.07.2020;1.7
Россия;Железногорск;17.03.2020;1.5
Россия;Гуково;18.09.2020;1.9
Россия;Кинешма;13.05.2020;2.5
Россия;Магадан;30.04.2020;1.6
Россия;Курск;30.07.2020;1.2
Россия;Балашиха;06.06.2020;2.2
Россия;Кстово;14.05.2020;1.7
Россия;Избербаш;15.06.2020;2.3
Россия;Челябинск;20.03.2020;0.8
Россия;Видное;15.08.2020;1.5
Россия;Ейск;14.04.2020;3.1
Россия;Саранск;29.05.2020;1.4
Россия;Будённовск;29.08.2020;2.1
Россия;Черкесск;29.05.2020;2
Россия;Североморск;18.03.2020;2.3
Россия;Россошь;25.08.2020;1.5
Россия;Ногинск;27.03.2020;1.1
Россия;Хасавюрт;15.06.2020;1.9
Россия;Орёл;13.08.2020;1.3
Россия;Вязьма;08.04.2020;2.7
Россия;Волгодонск;19.04.2020;3.6
Россия;Лабинск;26.04.2020;3.2
Россия;Краснокаменск;03.03.2020;2.1
Россия;Томск;06.03.2020;0.6
Россия;Красноярск;12.06.2020;1.9
Россия;Обнинск;10.09.2020;0.7
Россия;Усть-Илимск;29.07.2020;1.6
Россия;Орехово-Зуево;14.06.2020;2.4
Россия;Ангарск;19.06.2020;1.3
Россия;Павловский Посад;03.04.2020;3.3
Россия;Геленджик;17.05.2020;2.9
Россия;Набережные Челны;07.06.2020;2.9
Россия;Каменск-Шахтинский;20.04.2020;3
Россия;Ульяновск;03.08.2020;1.3
Россия;Батайск;20.07.2020;1.6
Россия;Краснотурьинск;22.06.2020;1.8
Россия;Нижневартовск;04.03.2020;0.7
Россия;Снежинск;29.09.2020;2
Россия;Мичуринск;16.09.2020;1.3
Россия;Туймазы;25.07.2020;2.2
Россия;Благовещенск;08.05.2020;1.2
Россия;Троицк;13.08.2020;1.35
Россия;Майкоп;02.06.2020;1.5
Россия;Чебоксары;29.08.2020;1.7
Россия;Березники;14.09.2020;1.6
Россия;Старый Оскол;18.08.2020;1.3
Россия;Чапаевск;23.03.2020;2.4
Россия;Ивантеевка;21.05.2020;3
Россия;Домодедово;08.06.2020;1.6
Россия;Нягань;23.03.2020;1.7
Россия;Железнодорожный;06.08.2020;1.7
Россия;Коломна;27.07.2020;1.1
Россия;Тобольск;19.05.2020;1.9
Россия;Тюмень;20.03.2020;1.2
Россия;Сочи;29.09.2020;0.8
Россия;Ессентуки;06.06.2020;2.1
Россия;Донской;28.06.2020;2.7
Россия;Берёзовский;14.03.2020;2.2
Россия;Орск;22.03.2020;3.1
Россия;Артём;16.08.2020;2.2
Россия;Азов;28.07.2020;1.3
Россия;Апатиты;06.09.2020;3.3
Россия;Михайловка;10.07.2020;1.2
Россия;Дербент;13.08.2020;1.6
Россия;Выкса;28.07.2020;1.1
Россия;Дубна;23.08.2020;2.3
Россия;Белореченск;25.09.2020;0.8
Россия;Кировск;29.08.2020;3.2
Россия;Назрань;13.03.2020;0.4
Россия;Ржев;15.03.2020;3.3
Россия;Нефтеюганск;17.06.2020;1.7
Россия;Абакан;25.07.2020;1.7
Россия;Новошахтинск;12.06.2020;2.4
Россия;Губкин;28.08.2020;1.7
Россия;Воронеж;30.06.2020;1
Россия;Новокуйбышевск;18.07.2020;2.2
Россия;Гатчина;06.05.2020;2
Россия;Пермь;23.06.2020;1
Россия;Северск;25.03.2020;2.1
Россия;Междуреченск;14.08.2020;1.8
Россия;Ярославль;21.04.2020;2.3
Россия;Воркута;25.09.2020;1.9
Россия;Борисоглебск;15.08.2020;2.3
Россия;Саров;25.04.2020;3.8
Россия;Бузулук;14.09.2020;1.4
Россия;Люберцы;01.04.2020;3.6
Россия;Череповец;17.03.2020;1
Россия;Курган;18.09.2020;0.9
Россия;Новоуральск;06.08.2020;1.9
Россия;Хабаровск;18.08.2020;1
Россия;Ленинск-Кузнецкий;06.06.2020;2.1
Россия;Черногорск;12.03.2020;1.6
Россия;Новочеркасск;20.03.2020;1.4
Россия;Новороссийск;22.05.2020;2.1
Россия;Шали;07.06.2020;2.9
Россия;Комсомольск-на-Амуре;22.08.2020;2.3
Россия;Нижний Тагил;14.07.2020;1.5
Россия;Дмитров;19.08.2020;0.8
Россия;Петрозаводск;30.03.2020;3.1
Россия;Московский;04.08.2020;1.8
Россия;Сыктывкар;20.05.2020;1.8
Россия;Стерлитамак;16.04.2020;3.1
Россия;Верхняя Пышма;27.03.2020;1.4
Россия;Усть-Илимск;08.08.2020;2.4
Россия;Владивосток;14.05.2020;1.4
Россия;Орехово-Зуево;19.05.2020;2.6
Россия;Иваново;09.08.2020;2.4
Россия;Арсеньев;02.03.2020;1.2
Россия;Томск;25.02.2020;0.7
Россия;Краснокаменск;26.02.2020;2.1
Россия;Уфа;31.05.2020;2.6
Россия;Когалым;20.09.2020;2.9
Россия;Красноярск;21.05.2020;1.4
Россия;Мичуринск;25.08.2020;1.5
Россия;Нижневартовск;27.02.2020;0.9
Россия;Саратов;25.09.2020;0.9
Россия;Краснотурьинск;14.07.2020;1.6
Россия;Ульяновск;13.08.2020;1.5
Россия;Каменск-Шахтинский;16.05.2020;3
Россия;Калининград;18.09.2020;0.7
Россия;Биробиджан;01.03.2020;2.7
Россия;Павловский Посад;24.03.2020;1.8
Россия;Набережные Челны;01.06.2020;1.4
Россия;Грозный;27.05.2020;2.9
Россия;Геленджик;21.04.2020;2.7
Россия;Искитим;01.03.2020;2.9
Россия;Кстово;22.04.2020;2.5
Россия;Балашиха;27.05.2020;2.4
Россия;Курск;09.08.2020;2.5
Россия;Пушкин;27.09.2020;1.5
Россия;Челябинск;15.04.2020;2.2
Россия;Избербаш;24.05.2020;3.8
Россия;Щелково;19.04.2020;4.1
Россия;Крымск;02.03.2020;1.3
Россия;Колпино;31.03.2020;3.6
Россия;Орёл;03.08.2020;1.2
Россия;Ишимбай;17.07.2020;1.8
Россия;Волгодонск;11.05.2020;3.1
Россия;Салават;26.02.2020;1.4
Россия;Энгельс;20.08.2020;1.4
Россия;Вязьма;17.03.2020;1.3
Россия;Черкесск;04.06.2020;2
Россия;Будённовск;20.09.2020;2.6
Россия;Арзамас;03.07.2020;1.1
Россия;Ейск;19.03.2020;1.3
Россия;Видное;24.07.2020;0.8
Россия;Хасавюрт;24.05.2020;4
Россия;Лениногорск;09.08.2020;3.2
Россия;Канск;15.06.2020;1.4
Россия;Мытищи;27.07.2020;1
Россия;Клин;01.05.2020;2.9
Россия;Керчь;21.09.2020;1.8
Россия;Лобня;17.03.2020;1.9
Россия;Нальчик;02.08.2020;2.6
Россия;Жигулёвск;14.07.2020;1.5
Россия;Дзержинск;20.04.2020;2.7
Россия;Алексин;26.07.2020;2.6
Россия;Рубцовск;22.06.2020;1.8
Россия;Ачинск;03.03.2020;1.2
Россия;Гуково;23.08.2020;2.9
Россия;Железногорск;08.04.2020;3.1
Россия;Электросталь;04.09.2020;1.1
